experiment_id,metric,platform_a,value_a,platform_b,value_b,delta,status
domain_Bow_at_Banff_lumped:river_network/Bow_at_Banff_lumped_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_glue/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_moead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_nelder_mead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_nsga2/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_pso/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_sa/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_fuse_sceua/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_adam/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_glue/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_lbfgs/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_moead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_nelder_mead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_nsga2/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_pso/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_sa/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hbv_sceua/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_adam/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_ga/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_glue/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_lbfgs/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_moead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_nelder_mead/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_nsga2/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_pso/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_sa/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hechms_sceua/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_abc/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_basin_hopping/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_bayesian_opt/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_cmaes/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_dds/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_de/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:catchment/lumped/cal_ensemble_hype_dream/Bow_at_Banff_lumped_calibration_ensemble_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:river_basins/Bow_at_Banff_lumped_calibration_ensemble_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_calibration_ensemble:river_network/Bow_at_Banff_lumped_calibration_ensemble_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_aspect:catchment/lumped/Bow_at_Banff_lumped_elev_aspect/Bow_at_Banff_lumped_elev_aspect_HRUs_elevation_aspect.shp,n_features,macos_p3repro,88.000000,wsl,88.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_aspect:river_basins/Bow_at_Banff_lumped_elev_aspect_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_aspect:river_network/Bow_at_Banff_lumped_elev_aspect_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_bands:catchment/lumped/Bow_at_Banff_lumped_elev_bands/Bow_at_Banff_lumped_elev_bands_HRUs_elevation.shp,n_features,macos_p3repro,12.000000,wsl,12.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_bands:river_basins/Bow_at_Banff_lumped_elev_bands_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_bands:river_network/Bow_at_Banff_lumped_elev_bands_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:catchment/lumped/Bow_at_Banff_lumped_elev_sd_routing/Bow_at_Banff_lumped_elev_sd_routing_HRUs_elevation.shp,n_features,macos_p3repro,12.000000,wsl,12.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:catchment/lumped/Bow_at_Banff_lumped_elev_sd_routing/Bow_at_Banff_lumped_elev_sd_routing_catchment_delineated.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_delineate.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_delineate.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:catchment/lumped/Bow_at_Banff_lumped_era5/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:catchment/lumped/benchmark/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:catchment/lumped/run_1/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:catchment/lumped/run_1/Bow_at_Banff_lumped_era5_HRUs_elevation.shp,n_features,macos_p3repro,12.000000,wsl,12.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:river_basins/Bow_at_Banff_lumped_era5_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_era5:river_network/Bow_at_Banff_lumped_era5_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_land_classes:catchment/lumped/Bow_at_Banff_lumped_land_classes/Bow_at_Banff_lumped_land_classes_HRUs_landclass.shp,n_features,macos_p3repro,9.000000,wsl,9.000000,0.000000,OK
domain_Bow_at_Banff_lumped_land_classes:river_basins/Bow_at_Banff_lumped_land_classes_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_land_classes:river_network/Bow_at_Banff_lumped_land_classes_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_catchment_delineated.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_delineate.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_delineate.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp1_streamflow_only/Bow_at_Banff_multivar_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp3_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp4_moead_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:river_basins/Bow_at_Banff_multivar_riverBasins_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_multivar:river_network/Bow_at_Banff_multivar_riverNetwork_lumped.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev:catchment/semidistributed/Bow_at_Banff_semidistributed_elev/Bow_at_Banff_semidistributed_elev_HRUs_elevation.shp,n_features,macos_p3repro,363.000000,wsl,363.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev:river_basins/Bow_at_Banff_semidistributed_elev_riverBasins_semidistributed.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev:river_network/Bow_at_Banff_semidistributed_elev_riverNetwork_semidistributed.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev_aspect:catchment/semidistributed/Bow_at_Banff_semidistributed_elev_aspect/Bow_at_Banff_semidistributed_elev_aspect_HRUs_elevation_aspect.shp,n_features,macos_p3repro,2409.000000,wsl,2409.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev_aspect:river_basins/Bow_at_Banff_semidistributed_elev_aspect_riverBasins_semidistributed.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_elev_aspect:river_network/Bow_at_Banff_semidistributed_elev_aspect_riverNetwork_semidistributed.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_era5:catchment/semidistributed/Bow_at_Banff_semidistributed_era5/Bow_at_Banff_semidistributed_era5_HRUs_GRUs.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_era5:river_basins/Bow_at_Banff_semidistributed_era5_riverBasins_semidistributed.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Bow_at_Banff_semidistributed_era5:river_network/Bow_at_Banff_semidistributed_era5_riverNetwork_semidistributed.shp,n_features,macos_p3repro,49.000000,wsl,49.000000,0.000000,OK
domain_Iceland_coastal:catchment/semidistributed/Iceland_coastal/Iceland_coastal_HRUs_GRUs.shp,n_features,macos_p3repro,2284.000000,wsl,2284.000000,0.000000,OK
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_semidistributed.shp,n_features,macos_p3repro,1864.000000,wsl,1864.000000,0.000000,OK
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_with_coastal.shp,n_features,macos_p3repro,2284.000000,wsl,2284.000000,0.000000,OK
domain_Iceland_coastal:river_network/Iceland_coastal_riverNetwork_semidistributed.shp,n_features,macos_p3repro,1895.000000,wsl,1895.000000,0.000000,OK
domain_Iceland_coastal_elev:catchment/semidistributed/Iceland_coastal_elev/Iceland_coastal_elev_HRUs_elevation.shp,n_features,macos_p3repro,7185.000000,wsl,7185.000000,0.000000,OK
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_semidistributed.shp,n_features,macos_p3repro,1864.000000,wsl,1864.000000,0.000000,OK
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_with_coastal.shp,n_features,macos_p3repro,2284.000000,wsl,2284.000000,0.000000,OK
domain_Iceland_coastal_elev:river_network/Iceland_coastal_elev_riverNetwork_semidistributed.shp,n_features,macos_p3repro,1895.000000,wsl,1895.000000,0.000000,OK
domain_Iceland_regional:catchment/semidistributed/Iceland_regional/Iceland_regional_HRUs_GRUs.shp,n_features,macos_p3repro,1894.000000,wsl,1894.000000,0.000000,OK
domain_Iceland_regional:river_basins/Iceland_regional_riverBasins_semidistributed.shp,n_features,macos_p3repro,1894.000000,wsl,1894.000000,0.000000,OK
domain_Iceland_regional:river_network/Iceland_regional_riverNetwork_semidistributed.shp,n_features,macos_p3repro,1895.000000,wsl,1895.000000,0.000000,OK
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_aorc/paradise_snotel_wa_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_conus404/paradise_snotel_wa_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_era5/paradise_snotel_wa_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_rdrs/paradise_snotel_wa_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_paradise_snotel_wa:river_basins/paradise_snotel_wa_riverBasins_point.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_paradise_snotel_wa_era5:catchment/point/paradise_snotel_wa_era5/paradise_snotel_wa_era5_HRUs_GRUs.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
domain_paradise_snotel_wa_era5:river_basins/paradise_snotel_wa_era5_riverBasins_point.shp,n_features,macos_p3repro,1.000000,wsl,1.000000,0.000000,OK
forcing_ensemble_aorc@SUMMA,RMSE,macos_p3repro,-386.547263,wsl,-386.303051,0.244212,OK
forcing_ensemble_conus404@SUMMA,RMSE,macos_p3repro,-305.397508,wsl,-306.164913,0.767405,OK
forcing_ensemble_rdrs@SUMMA,RMSE,macos_p3repro,-202.854354,wsl,-211.913747,9.059394,DIFF
run_1@CRHM,KGE,macos_p3repro,0.935776,wsl,0.935546,0.000230,OK
run_1@FUSE,KGE,macos_p3repro,0.939322,wsl,0.940298,0.000976,OK
run_1@GR,KGE,macos_p3repro,0.942604,wsl,0.946389,0.003785,OK
run_1@GSFLOW,KGE,macos_p3repro,0.761273,wsl,0.800698,0.039425,DIFF
run_1@HBV,KGE,macos_p3repro,0.891596,wsl,0.887254,0.004341,OK
run_1@HECHMS,KGE,macos_p3repro,0.853200,wsl,0.852517,0.000684,OK
run_1@HYPE,KGE,macos_p3repro,0.899956,wsl,0.793427,0.106529,DIFF
run_1@LSTM,KGE,macos_p3repro,0.991877,wsl,0.950905,0.040972,DIFF
run_1@MESH,KGE,macos_p3repro,0.506607,wsl,0.512398,0.005791,OK
run_1@MHM,KGE,macos_p3repro,0.946660,wsl,0.951193,0.004533,OK
run_1@PRMS,KGE,macos_p3repro,0.924675,wsl,0.927834,0.003159,OK
run_1@RHESSys,KGE,macos_p3repro,0.836306,wsl,0.365187,0.471119,DIFF
run_1@SACSMA,KGE,macos_p3repro,0.886959,wsl,0.881684,0.005275,OK
run_1@SUMMA,KGE,macos_p3repro,0.893597,wsl,0.791400,0.102197,EXPLAINED
run_1@SWAT,KGE,macos_p3repro,0.783299,wsl,0.788872,0.005572,OK
run_1@TOPMODEL,KGE,macos_p3repro,0.908749,wsl,0.953393,0.044644,EXPLAINED
run_1@XINANJIANG,KGE,macos_p3repro,0.931094,wsl,0.914235,0.016859,OK
bow_exp3_joint@SUMMA,KGE,native_windows,0.862629,wsl,0.851716,0.010913,OK
cal_ensemble_fuse_abc@FUSE,KGE,native_windows,0.870525,wsl,0.870525,0.000000,OK
cal_ensemble_fuse_basin_hopping@FUSE,KGE,native_windows,0.848325,wsl,0.848325,0.000000,OK
cal_ensemble_fuse_bayesian_opt@FUSE,KGE,native_windows,0.835567,wsl,0.835567,0.000000,OK
cal_ensemble_fuse_cmaes@FUSE,KGE,native_windows,0.908427,wsl,0.908427,0.000000,OK
cal_ensemble_fuse_dds@FUSE,KGE,native_windows,0.909638,wsl,0.909638,0.000000,OK
